Date 		Day	Time		Pred	High/Low
2021/03/01	Mon	05:27 AM	1.03	L
2021/03/01	Mon	11:27 AM	4.82	H
2021/03/01	Mon	05:48 PM	0.10	L
2021/03/02	Tue	12:17 AM	4.82	H
2021/03/02	Tue	06:24 AM	0.77	L
2021/03/02	Tue	12:25 PM	4.26	H
2021/03/02	Tue	06:24 PM	0.71	L
2021/03/03	Wed	12:55 AM	5.02	H
2021/03/03	Wed	07:28 AM	0.56	L
2021/03/03	Wed	01:34 PM	3.67	H
2021/03/03	Wed	07:02 PM	1.37	L
2021/03/04	Thu	01:40 AM	5.14	H
2021/03/04	Thu	08:41 AM	0.36	L
2021/03/04	Thu	03:03 PM	3.20	H
2021/03/04	Thu	07:46 PM	2.00	L
2021/03/05	Fri	02:32 AM	5.17	H
2021/03/05	Fri	10:03 AM	0.11	L
2021/03/05	Fri	04:55 PM	3.04	H
2021/03/05	Fri	08:47 PM	2.51	L
2021/03/06	Sat	03:35 AM	5.17	H
2021/03/06	Sat	11:22 AM	-0.20	L
2021/03/06	Sat	06:40 PM	3.21	H
2021/03/06	Sat	10:16 PM	2.81	L
2021/03/07	Sun	04:45 AM	5.17	H
2021/03/07	Sun	12:29 PM	-0.51	L
2021/03/07	Sun	07:47 PM	3.48	H
2021/03/07	Sun	11:47 PM	2.79	L
2021/03/08	Mon	05:55 AM	5.21	H
2021/03/08	Mon	01:25 PM	-0.74	L
2021/03/08	Mon	08:31 PM	3.71	H
2021/03/09	Tue	12:57 AM	2.55	L
2021/03/09	Tue	06:57 AM	5.27	H
2021/03/09	Tue	02:13 PM	-0.84	L
2021/03/09	Tue	09:06 PM	3.89	H
2021/03/10	Wed	01:53 AM	2.22	L
2021/03/10	Wed	07:52 AM	5.29	H
2021/03/10	Wed	02:54 PM	-0.80	L
2021/03/10	Wed	09:37 PM	4.02	H
2021/03/11	Thu	02:41 AM	1.88	L
2021/03/11	Thu	08:40 AM	5.21	H
2021/03/11	Thu	03:31 PM	-0.64	L
2021/03/11	Thu	10:05 PM	4.13	H
2021/03/12	Fri	03:24 AM	1.58	L
2021/03/12	Fri	09:24 AM	5.04	H
2021/03/12	Fri	04:04 PM	-0.37	L
2021/03/12	Fri	10:31 PM	4.24	H
2021/03/13	Sat	04:05 AM	1.32	L
2021/03/13	Sat	10:05 AM	4.79	H
2021/03/13	Sat	04:34 PM	-0.01	L
2021/03/13	Sat	10:56 PM	4.33	H
2021/03/14	Sun	05:44 AM	1.13	L
2021/03/14	Sun	11:46 AM	4.46	H
2021/03/14	Sun	06:01 PM	0.42	L
2021/03/15	Mon	12:21 AM	4.40	H
2021/03/15	Mon	06:24 AM	0.98	L
2021/03/15	Mon	12:28 PM	4.09	H
2021/03/15	Mon	06:28 PM	0.89	L
2021/03/16	Tue	12:47 AM	4.45	H
2021/03/16	Tue	07:06 AM	0.89	L
2021/03/16	Tue	01:14 PM	3.70	H
2021/03/16	Tue	06:53 PM	1.38	L
2021/03/17	Wed	01:13 AM	4.45	H
2021/03/17	Wed	07:51 AM	0.85	L
2021/03/17	Wed	02:08 PM	3.32	H
2021/03/17	Wed	07:18 PM	1.85	L
2021/03/18	Thu	01:42 AM	4.42	H
2021/03/18	Thu	08:44 AM	0.85	L
2021/03/18	Thu	03:19 PM	3.00	H
2021/03/18	Thu	07:44 PM	2.28	L
2021/03/19	Fri	02:16 AM	4.36	H
2021/03/19	Fri	09:48 AM	0.83	L
2021/03/19	Fri	05:01 PM	2.83	H
2021/03/19	Fri	08:13 PM	2.65	L
2021/03/20	Sat	03:01 AM	4.28	H
2021/03/20	Sat	11:03 AM	0.72	L
2021/03/21	Sun	04:02 AM	4.23	H
2021/03/21	Sun	12:15 PM	0.49	L
2021/03/21	Sun	08:19 PM	3.13	H
2021/03/21	Sun	10:59 PM	3.06	L
2021/03/22	Mon	05:13 AM	4.27	H
2021/03/22	Mon	01:13 PM	0.19	L
2021/03/22	Mon	08:49 PM	3.31	H
2021/03/23	Tue	12:29 AM	2.93	L
2021/03/23	Tue	06:22 AM	4.43	H
2021/03/23	Tue	02:00 PM	-0.12	L
2021/03/23	Tue	09:12 PM	3.49	H
2021/03/24	Wed	01:30 AM	2.62	L
2021/03/24	Wed	07:22 AM	4.66	H
2021/03/24	Wed	02:40 PM	-0.38	L
2021/03/24	Wed	09:34 PM	3.69	H
2021/03/25	Thu	02:19 AM	2.20	L
2021/03/25	Thu	08:15 AM	4.88	H
2021/03/25	Thu	03:16 PM	-0.54	L
2021/03/25	Thu	09:57 PM	3.94	H
2021/03/26	Fri	03:05 AM	1.71	L
2021/03/26	Fri	09:05 AM	5.04	H
2021/03/26	Fri	03:51 PM	-0.55	L
2021/03/26	Fri	10:22 PM	4.24	H
2021/03/27	Sat	03:51 AM	1.17	L
2021/03/27	Sat	09:54 AM	5.07	H
2021/03/27	Sat	04:25 PM	-0.41	L
2021/03/27	Sat	10:50 PM	4.58	H
2021/03/28	Sun	04:38 AM	0.64	L
2021/03/28	Sun	10:44 AM	4.95	H
2021/03/28	Sun	05:00 PM	-0.09	L
2021/03/28	Sun	11:20 PM	4.92	H
2021/03/29	Mon	05:27 AM	0.16	L
2021/03/29	Mon	11:36 AM	4.68	H
2021/03/29	Mon	05:35 PM	0.37	L
2021/03/29	Mon	11:52 PM	5.22	H
2021/03/30	Tue	06:19 AM	-0.22	L
2021/03/30	Tue	12:33 PM	4.29	H
2021/03/30	Tue	06:11 PM	0.93	L
2021/03/31	Wed	12:29 AM	5.41	H
2021/03/31	Wed	07:15 AM	-0.45	L
2021/03/31	Wed	01:38 PM	3.85	H
2021/03/31	Wed	06:49 PM	1.52	L
